,Title,Genre,Network,Summary
277,Introverted Boss,"['Office', 'Romance', 'Comedy']",tvN,"This is about a mysterious man known as the â€œsilent monsterâ€ Eun Hwan Ki (<a href=""http://star.koreandrama.org/yun-woo-jin/"" target=""_blank"">Yun Woo Jin</a>), the director of the top public relations agency in the business. No one knows much about him because he always avoids eye contact and appears coldly aloof and arrogant, but in truth heâ€™s an extreme introvert â€” a PR exec who hates attention and is too shy to be around people. Chae Ro Woon (<a href=""http://star.koreandrama.org/park-hye-soo/"" target=""_blank"">Park Hye Soo</a>) begins work at Eun Hwan Kiâ€™s company. She is very energetic and receives recognition for her work, but her only interest is in CEO Eun Hwan Ki. She plans to reveal who Eun Hwan Ki really is."
278,Voice,"['Detective', 'Crime', 'Thriller']",OCN,"A drama centered around the police of a 112 emergency call center.</p><p>Two detectives teamed up to catch a serial killer who murdered their family. Moo Jin Hyuk (<a href=""http://star.koreandrama.org/jang-hyuk/"" target=""_blank"">Jang Hyuk</a>)â€™s life spiraled out of control after his wife was murdered. He starts to put himself together after he meets Kang Kwon Joo (<a href=""http://star.koreandrama.org/lee-ha-na/"" target=""_blank"">Lee Ha Na</a>), US-graduated voice-profiler, who lost her police father to the same serial killer years before. They work together on the 112 (emergency telephone number) call center team."
279,Missing Nine,"['Mystery', 'Thriller', 'Melodrama']",MBC,"What would 9 survivors of an unexpected plane crash endure to remain alive till the end?</p><p>This drama takes place in a deserted island and cover all the things that happen when a plane crash lands there, inside carrying a fallen boy band member dealing with a plagiarism scandal, a girl group, an actor, a bodyguard, an entertainment reporter, and a flight attendant. (1eader, pre2ident, mana3er, supersta4, trou5lemaker, prin6ess, secre7ary, 8utsider, e9ewitness)</p><p>The story will deal with how they survive in the wild, and through the adventure and adversity learn the meaning of love.</p><p>Seo Joon Ho (<a href=""http://star.koreandrama.org/jung-kyung-ho/"" target=""_blank"">Jung Kyung Ho</a>) is an unsuccessful top star who went through hard times. He was once a leader of a popular idol band, but his public image was ruined, and he is now reduced to being a D-list fringe celebrity. Meanwhile, Ra Bong Hee (<a href=""http://star.koreandrama.org/baek-jin-hee/"" target=""_blank"">Baek Jin Hee</a>) is Joon Hoâ€™s new stylist. She left her home to pursue her dreams in Seoul. Her first day working ends up with a plane crash and landing on a uninhabited island."
280,Naked Fireman,['Melodrama'],KBS2,"Kang Chul Soo (<a href=""http://star.koreandrama.org/lee-joon-hyuk/"" target=""_blank"">Lee Joon Hyuk</a>) is an enthusiastic fireman. He poses as a nude model to make money for his sick friend. He is then targeted as the criminal of an arson-murder case that took place 10 years. Kang Chul Soo and mysterious heiress Han Jin Ah (<a href=""http://star.koreandrama.org/jung-in-sun/"" target=""_blank"">Jung In Sun</a>) try to find the real culprit."
281,"www.koreandrama.org/2016-sbs-drama-awards-winners-list/"" rel=""bookmark"" title=""Permanent Link to 2016 SBS Drama Awards (Winners List)""> 2016 SBS Drama Awards (Winners List)",['NaN'],,
282,"www.koreandrama.org/2016-kbs-drama-awards-winners-list/"" rel=""bookmark"" title=""Permanent Link to 2016 KBS Drama Awards (Winners List)""> 2016 KBS Drama Awards (Winners List)",['NaN'],,
283,"www.koreandrama.org/2016-mbc-drama-awards-winners-list/"" rel=""bookmark"" title=""Permanent Link to 2016 MBC Drama Awards (Winners List)""> 2016 MBC Drama Awards (Winners List)",['NaN'],,
284,Hwarang: The Beginning,"['Historical', 'Romance']",KBS2,"This drama was fully pre-produced before airing which is a departure from the live-shoot production format that characterizes most Korean dramas. The Filming Began on 2016-March-31 and Completed on 2016-Sep-01. The series will be simulcast in China.</p><p>The drama revolves around a group of youths who grow through passion and love in Seorabeol, the capital of the <a href=""https://en.wikipedia.org/wiki/Silla"" target=""_blank"">Kingdom of Silla</a>."
285,Iâ€™m Sorry Kang Nam Goo,"['Romance', 'Family']",SBS,
286,Solomonâ€™s Perjury,"['School', 'mystery', 'crime', 'legal']",jTBC,
287,My Old Friend,['Webdrama'],NAVER tvcast,A drama about a grandpa and his granddaughter with very different personalities spend a weekend together and form a bond as they become friends.
288,Justice Team,['Webdrama'],NAVER tvcast,A crime based drama depicting the female children criminal investigations department and the recent crimes involving social issues.
289,The Miracle,['Webdrama'],NAVER tvcast,"How could twin sisters be such polar opposites? Kwon Shi Ah (<a href=""http://star.koreandrama.org/nahyun/"" target=""_blank"">Kim Na Hyun</a>) is the beautiful sister, gorgeous in every way and a member of the popular girl group known as Miracle Girls. Since she was in preschool, Shi Ah has worked as a model and then a teen actress before becoming an idol. Her fraternal twin sister, Shi Yeon (<a href=""http://star.koreandrama.org/hong-yoon-hwa/"" target=""_blank"">Hong Yoon Hwa</a>), is almost double the body size of Shi Ah and has always been ridiculed and bullied in school for her large frame. Because of this, Shi Yeon has become a recluse, who prefers staying home and producing an Internet broadcast within the safety of her room. The only time Shi Yeon ventures out is to visit a mysterious tarot card reader who gives Shi Yeon a magical tarot card every day. But the twin sistersâ€™ lives are turned upside down when they wake up one day and realize that their souls have switched bodies! What will an idol musician, Ban Hae Sung (<a href=""http://star.koreandrama.org/donghyun/"" target=""_blank"">Kim Dong Hyun</a>) and Shi Yeonâ€™s high school crush, Han Gyo Seok (<a href=""http://star.koreandrama.org/yang-hak-jin/"" target=""_blank"">Yang Hak Jin</a>) think of the women they thought they knew?"
290,The Sound of Your Heart,"['Romance', 'Comedy']",KBS2,"This drama is based on a Korean manhwa/webtoon <a href=""https://en.wikipedia.org/wiki/The_Sound_of_Heart"" target=""_blank"">â€œë§ˆìŒì˜ì†Œë¦¬ / The Sound of Your Heartâ€</a> by <a href=""https://en.wikipedia.org/wiki/Jo_Seok"" target=""_blank"">Jo Seok</a> which has been being published online since 2006.</p><p>Itâ€™s about the delightful stories about writer Jo Seok (<a href=""http://star.koreandrama.org/lee-kwang-soo/"" target=""_blank"">Lee Kwang Soo</a>) himself, his brother Jo Joon (<a href=""http://star.koreandrama.org/kim-dae-myung/"" target=""_blank"">Kim Dae Myung</a>), and Aebong (<a href=""http://star.koreandrama.org/jung-so-min/"" target=""_blank"">Jung So Min</a>), who is Jo Seokâ€™s girlfriend and becomes his wife later in the story."
291,The Birth of a Married Woman,"['Romance', 'Comedy']",SBS Plus,The drama tells stories about wedding planning with a great deal of details that nobody has told you so far.
292,Seven First Kisses,['Webdrama'],NAVER tvcast,"A romantic drama of a â€œ<a href=""http://en.lottedfs.com/main"" target=""_blank"">LOTTE DUTY FREE</a>â€ worker meeting seven different men.</p><p>Min Soo Jin (<a href=""http://star.koreandrama.org/lee-cho-hee/"" target=""_blank"">Lee Cho Hee</a>) meets a goddess (<a href=""http://star.koreandrama.org/choi-ji-woo/"" target=""_blank"">Choi Ji Woo</a>). Later she got a chance from the goddess to choose one guy among seven guys, as her first kiss."
293,Love for a Thousand More,['Webdrama'],NAVER tvcast,"A drama about Yoo Joon Woo (<a href=""http://star.koreandrama.org/kang-seung-yoon/"" target=""_blank"">Kang Seung Yoon</a>) who take the role as a hip-hop crew leader."
294,Goblin,"['Fantasy', 'Romance']",tvN,"Kim Shin (<a href=""http://star.koreandrama.org/gong-yoo/"" target=""_blank"">Gong Yoo</a>) is an immortal goblin who is also a protector of souls. He lives together with an amnesiac grim reaper (<a href=""http://star.koreandrama.org/lee-dong-wook/"" target=""_blank"">Lee Dong Wook</a>) who is in charge of taking deceased souls. Together the two of them sees the dead off into the afterlife. Meanwhile, Ji Eun Tak (<a href=""http://star.koreandrama.org/kim-go-eun/"" target=""_blank"">Kim Go Eun</a>) is a high school student who despite her painful reality, remains optimistic. She ends up falling in love with the goblin. Kim Sun (<a href=""http://star.koreandrama.org/yoo-in-na/"" target=""_blank"">Yoo In Na</a>) is an owner of a chicken shop; a bright and attractive girl who is loved by all men."
295,Oppa Is Missing,"['Mystery', 'Melodrama', 'Webdrama']",NAVER tvcast,"The story of a power blogger, Gong Joong Ki (<a href=""http://star.koreandrama.org/changjo/"" target=""_blank"">Chang Jo</a>) who writes his own perspectives on crime cases, and a female client, Ri Ae, who shows up one day claiming her older brother has gone missing."
296,First Love Again,['Romance'],KBS2,"Lee Ha Jin (<a href=""http://star.koreandrama.org/myung-se-bin/"" target=""_blank"">Myung Se Bin</a>) is a woman who had forgotten memories of her first love. Meanwhile, Cha Do Yoon (<a href=""http://star.koreandrama.org/kim-seung-soo/"" target=""_blank"">Kim Seung Soo</a>) is a man who is trapped in the memories of his first love. Two of them meet again after 8 years."
297,Love is Drop by Drop,"['Melodrama', 'Romance']",SBS,"Eun Bang Wool (<a href=""http://star.koreandrama.org/min-ji-hye/"" target=""_blank"">Wang Ji Hye</a>) falls in love with Park Woo Hyuk (<a href=""http://star.koreandrama.org/kang-eun-tak/"" target=""_blank"">Kang Eun Tak</a>) who received a heart transplant from her ex-boyfriend."
298,The Shining Eun Soo,"['Family', 'Romance']",,"The tale of former teacher and student, Oh Eun Soo (<a href=""http://star.koreandrama.org/lee-young-eun/"" target=""_blank"">Lee Young Eun</a>) and Kim Bit Na (<a href=""http://star.koreandrama.org/park-ha-na/"" target=""_blank"">Park Ha Na</a>), who meet again years later after they married brothers, Yoon Soo Ho (<a href=""http://star.koreandrama.org/kim-dong-joon/"" target=""_blank"">Kim Dong Joon</a>) and Yoon Soo Hyun (<a href=""http://star.koreandrama.org/choi-jung-won/"" target=""_blank"">Choi Jung Won</a>). They even become stepsisters after remarriage of their parents."
299,Person Who Gives Happiness,"['Family', 'Romance', 'Melodrama']",MBC,"A drama about a mother who raises her child with love, protecting it from its cruel birth mother."
300,Night Light,"['Melodrama', 'Romance']",MBC,"This is a drama depicts the intense and fierce fight which those greedy citizens, in the city that never sleeps, collide with each other in order to become the owner of the most splendid luring lights: money and power.</p><p>Park Gun Woo (<a href=""http://star.koreandrama.org/jin-goo/"" target=""_blank"">Jin Goo</a>), the handsome and smart successor of the large corporation Moojin goes to Japan, in order to pursue his dreams of a musician. In Japan he meets Seo Yi Kyung (<a href=""http://star.koreandrama.org/lee-yo-won/"" target=""_blank"">Lee Yo Won</a>) and falls in love with her. But after his heart was broken, he returns to Korea and starts to work at Moojin. 12 years later, he meets Seo Yi Kyung again, she is now a cold-blooded businesswoman with wealth and determination. At the same time he meets Lee Se Jin (<a href=""http://star.koreandrama.org/uee/"" target=""_blank"">Uee</a>), who was born to a poor family, but is now highly ambitious. Seo Yi Kyung and Lee Se Jin strike up a challenge for success and love."
301,Cat Chef,"['Romance', 'Comedy']",Oâ€™live,"The story of a Korean cuisine chef, Yeo Moon Joon (<a href=""http://star.koreandrama.org/lee-ki-woo/"" target=""_blank"">Lee Ki Woo</a>) who runs a restaurant in Vietnam. The drama introduces various recipes that are as sweet as the romantic love story of the young and talented chef and his beautiful lady customer with incredibly sensitive palate."
302,The Legend of the Blue Sea,"['Romance', 'Comedy', 'Fantasy']",SBS,"Inspired by a classic Joseon legend from Koreaâ€™s first collection of unofficial historical tales, about a fisherman who captures and releases a mermaid, this drama tells the love story between the son of a noble family in Joseon era and a mermaid.</p><p>How can a mermaid from the Joseon era survive in modern-day Seoul? Shim Chung (<a href=""http://star.koreandrama.org/jeon-ji-hyun/"" target=""_blank"">Jun Ji Hyun</a>) is a mermaid who finds herself transplanted to modern times. She is caught by Heo Joon Jae (<a href=""http://star.koreandrama.org/lee-min-ho/"" target=""_blank"">Lee Min Ho</a>), a charming but cold con artist who is the <a href=""https://en.wikipedia.org/wiki/Doppelg%C3%A4nger"" target=""_blank"">doppelgÃ¤nger</a> for Kim Moon, the son of a nobleman from the Joseon Dynasty. But in the present time, Joon Jae works with Jo Nam Doo (<a href=""http://star.koreandrama.org/lee-hee-joon/"" target=""_blank"">Lee Hee Joon</a>), a skilled conman who guides Joon Jae to become a genius scammer. But Joon Jaeâ€™s friend, Cha Shi Ah (<a href=""http://star.koreandrama.org/shin-hye-sun/"" target=""_blank"">Shin Hye Sun</a>), who works as a researcher at KAIST, may be Chungâ€™s only hope for surviving in her strange new world."
