,Actor,Shows
1814,Go In Bum,"['The Banker', 'Item', 'Fates and Furies', 'Investigation Couple', 'That Man Oh Soo', 'Miss Hammurabi', 'Lovers in Bloom', 'Rebel: Thief Who Stole the People', 'Hwarang: The Beginning', 'The K2', 'Monster', 'Wanted', 'Please Come Back, Mister', 'Neighborhood Hero', 'The Merchant: Gaekju 2015', 'Yong Pal', 'Mrs. Cop', 'Falling for Innocence', 'The Girl Who Can See Smells', 'The King’s Face', 'A New Leaf', '3 Days', 'Wonderful Days', 'Miss Korea', 'Basketball', 'Two Weeks', 'Looking Forward to Romance', 'Empire of Gold', 'Mandate of Heaven', 'Incarnation of Money', 'That Winter, The Wind Blows', 'Queen of Ambition', 'Answer Me 1997', 'May Queen', 'Bridal Mask', 'The Disappearance of the Member of Parliament', 'Operation Proposal', 'Korean Peninsula', 'King Gwanggaeto the Great', 'Freedom Fighter, Lee Hoe Young', 'Dae Wang Sejong', 'Seoul’s Sad Song', 'Hwang Jin Yi', 'Dae Jo Yeong', 'Golden Apple']"
1815,Go Joo Won,"['Love in Sadness', 'Madame Antoine', 'Run, Jang Mi', 'The Legend of the Witch', 'Blue Bird', 'Lee Soon Shin is the Best', 'Kim Soo Ro', 'Obstetrics and Gynecology Doctors', 'My Woman', 'The King and I', 'Famous Princesses', 'The Bizarre Bunch', 'Resurrection', 'Land', 'Punch']"
1816,Go Joon,"['The Fiery Priest', 'A Very Midday Romance', 'Misty', 'Save Me', 'The Good Wife', 'Dae Mul', 'Dr. Champ']"
1817,Go Kyu Pil,"['The Fiery Priest', 'The Beauty Inside', 'Life on Mars', 'Investigation Couple', 'The Universe’s Star', 'The Legend of the Blue Sea', '38 Task Force', 'Another Miss Oh', 'Moorim School', 'One More Happy Ending', 'Splash Splash Love', 'The Merchant: Gaekju 2015', 'D-Day', 'Remember You', 'Illegal Parking', 'Blue Bird’s House', 'Glory of Youth', 'Mackerel Run', 'Crazy in Love', 'Seoul 1945']"
1818,Go Kyung Pyo,"['Cross', 'Strongest Deliveryman', 'Chicago Typewriter', 'Jealousy Incarnate', 'Reply 1988', 'Warm and Cozy', 'Tomorrow Cantabile', 'Potato Star 2013QR3', 'Flower Boy Next Door', 'God’s Quiz 3', 'Standby', 'Operation Proposal', 'Believe in Love', 'Jungle Fish 2', 'Air City', 'By Land and Sky', '2016 SBS Drama Award']"
1819,Go Myung Hwan,"['You Are a Gift', 'Make a Wish', 'Mother’s Choice', 'Into the Flames', 'Bel Ami', 'Hundred Year Inheritance', 'Still You', 'The True Colors', 'Glowing She', 'Special Crime Squad MSS', 'Powerful Opponents', 'Capital Scandal', 'Common Single', 'Fugitive Lee Doo Young', 'Resurrection', 'Sea God', 'Romance']"
1820,Go Se Won,"['The Last Empress', 'Rude Miss Young Ae 17', 'What’s Wrong With Secretary Kim', 'Investigation Couple', 'A Poem A Day', 'Rude Miss Young Ae 16', 'Return of Lucky Pot', 'Rude Miss Young Ae 15', 'Here Comes Love', 'Rude Miss Young Ae 14', 'Dodohara', 'Rude Miss Young Ae 13', 'Mother’s Garden', 'Rude Miss Young Ae 12', 'Crazy Love', 'Rude Miss Young-Ae 11', 'I’ll Give You The Stars and The Moon', 'Rude Miss Young-Ae 9', 'Live in Style', 'You Don’t Know Women', 'Three Sisters', 'Cinderella’s Sister', 'Three Brothers', '2017 MBC Drama Award']"
1821,Go Seung Bo,"['Teacher Oh Soon Nam', 'Working Mom Parenting Daddy']"
1822,Go Soo,"['Heart Surgeons', 'The Flower in Prison', 'Empire of Gold', 'Will it Snow at Christmas?', 'Marrying a Millionaire', 'Green Rose', 'When a Man is in Love', 'My Fair Lady', 'Pic lin']"
1823,Go Woo Rim,"['Mr. Sunshine', 'I’m Not a Robot', 'While You Were Sleeping', 'Lookout', 'Sweet Stranger and Me', 'Doctors', 'Master: God of Noodles', 'My Daughter, Geum Sa Wol', 'Who Are You – School 2015', 'Spy', 'The Legendary Witch', 'Healer', 'King of High School Life Conduct', 'Triangle']"
1824,Go Yoon,"['Criminal Minds', 'Monster', 'I Love You From Today', 'Mr. Back', 'Hotel King', 'IRIS 2']"
1825,Go Yoon Hoo,"['Middle School Student A', 'Gu Am Heo Joon', 'My Secret Hotel', 'Gye Baek', 'The Scarlet Letter', 'Running', 'Queen Seon Deok', 'Romance Zero', 'East of Eden']"
1826,Go Young Bin,['Jang Ok Jung']
1827,Gong Hyung Jin,"['Beautiful Mind', 'I Have a Lover', 'Last', 'Let’s Eat 2', 'Valid Love', 'Everybody, Kimchi!', 'Angel Eyes', 'Basketball', 'All About My Romance', 'The Duo', 'Fugitive: Plan B', 'Chuno', 'Star’s Lover', 'I Love You', 'Dal Ja’s Spring', 'Alone in Love']"
1828,Gong Myung,"['Feel Good To Die', 'Revolutionary Love', 'Bride of the Water God', 'Individualist Ms. Ji Young', 'Drinking Solo', 'Entertainer', 'Mystery Freshman', 'Beautiful You', 'Hwajung', 'After School Bokbulbok 2', 'Infinite Power', 'After School Bokbulbok']"
1829,Gong Yoo ,"['Goblin', 'Dating Agency: Cyrano', 'Big', 'The 1st Shop of Coffee Prince', 'One Fine Day', 'Hello My Teacher', 'Screen']"
1830,Goo Bon Seung,"['Teacher Oh Soon Nam', 'Beloved', 'Strongest Chil Woo']"
1831,Goo Ja Sung,"['The Secret Life of My Secretary', 'Misty']"
1832,Goo Joon Yup ,"['Kill Me, Heal Me', 'Dream High Season 1', 'April Kiss']"
1833,Goo Seung Hyun,"['Doctor Stranger', 'The Master’s Sun', 'I Hear Your Voice', 'A Thousand Kisses', 'Manny', 'You Don’t Know Women']"
1834,Goo Won,"['Enemies From the Past', 'I Introduce My Father', 'Discovery of Romance', 'Sword and Flower', 'Cheongdamdong Alice']"
1835,Ha Dae Ro,"['Coffee House', 'Jejungwon', 'Wife Returns', 'Smile You', 'You’re Beautiful', 'Soul', 'Shining Inheritance', 'Can Anyone Love', 'The Painter of Wind', 'First Wives Club']"
1836,Ha Hoe Jung,"['Miss Hammurabi', 'Mystery Queen 2', 'Cross', 'Save Me']"
1837,Ha Jae Young,"['Goong S', '90 Days, Falling in Love Days', 'Spring Waltz', 'Stairway to Heaven', 'Glass Slippers']"
1838,Ha Joon,"['Bad Papa', 'Radio Romance', 'The Woman Who Makes the Last Meal']"
1839,Ha Jung Woo,"['Entourage', 'H.I.T', 'Lovers in Prague']"
1840,Ha Kyung,"['My ID Is Gangnam Beauty', 'Your Honor', 'Mother', 'Money Flower', 'Andantae', 'Chicago Typewriter']"
1841,Ha Soo Ho,"['Goodbye Mr. Black', 'Madame Antoine', 'My Beautiful Bride', 'Love & Secret', 'Make a Woman Cry', 'The Girl Who Can See Smells', 'My Secret Hotel', 'Joseon Gunman', 'My Dear Cat', 'Five Fingers', 'A Gentleman’s Dignity', 'Dr. Jin', 'Golden Fish']"
1842,Ha Suk Jin,"['Your House Helper', 'A Poem a Day', 'Radiant Office', 'Something About 1%', 'Drinking Solo', 'After the Show Ends', 'D-Day', 'The Legendary Witch', 'The Woman Who Married Three Times', 'Shark', 'Childless Comfort', 'Standby', 'If Tomorrow Comes', 'Can’t Live With Losing', 'Once Upon a Time in Saengchori', 'Merchant Kim Man Deok', 'Give Me Food', 'I Am Happy', 'Hello! Miss', 'Perhaps Love', 'Dr. Kkang', 'Sad Love Song', 'Princess Lulu']"
1843,Ha Yong Jin,"['Basketball', 'Dae Wang Sejong', 'The Book of Three Han']"
1844,HaHa,"['Lovely Horribly', 'A Girl Who Sees Smells']"
1845,Ham Jin Sung,"['Your Woman', 'Queen of Ambition', 'Maybe Love', 'Wedding Scheme', 'Ice Adonis', 'Can Love Become Money', 'Live in Cheongdam-Dong', 'High Kick! 3', 'What’s Up?', 'Smile Again', 'Dr. Champ', 'Gloria', 'Athena: Goddess of War']"
1846,Han Chul Woo,"['The Player', 'Secret Mother']"
1847,Han Gab Soo,"['Voice 3', 'Enemies From the Past', 'Unique Daughters-in-Law', 'Nameless Woman', 'Naked Fireman', 'Romantic Doctor, Teacher Kim', 'Blow Breeze', 'Misaeng', 'Yoo Na’s Street', 'Pride and Prejudice']"
1848,Han Geun Sub,"['Wanted', 'Moorim School', 'Ho Goo’s Love']"
1849,Han In Soo,"['Nameless Woman', 'The Flower in Prison', 'Family Secrets', 'Cruel Palace – War of Flowers', 'Glass Mask', 'Queen Insoo', 'Give Me Food', 'Yi San', 'Bad Couple', 'Blue Fish', 'Bad Woman, Good Woman', 'Stained Glass', 'Han River Ballad', 'April Kiss', 'Phoenix', 'Attic Cat', 'Snowman', 'Since We Met']"
1850,Han Jae Suk (1973),"['Park Sol M', 'Witch’s Romance', 'Ohlala Couple', 'Immortal Classic', 'Merchant Kim Man Deok', 'Women of the Sun', 'Lobbyist', 'Daemang']"
1851,Han Jae Suk (1991),"['Grand Prince', 'Meloholic', 'Bad Thief, Good Thief', 'Introverted Boss', 'Always Spring', 'Legendary Shuttle', 'I’m After You', 'The Superman Age']"
1852,Han Jae Young,"['Woman of Dignity', 'Mrs. Cop']"
1853,Han Ji Hoo,"['Salamander Guru and the Gang', 'Dream High Season 1', 'Assorted Gems', 'Take Care of the Young Lady']"
1854,Han Ji Sang,"['Haechi', 'Working Mom Parenting Daddy', 'Rosy Lovers']"
1855,Han Jin Hee,"['Enemies From the Past', 'Return of Lucky Pot', 'Remember – War of the Son', 'Tomorrow Victory', 'Birth of a Beauty', 'Apgujeong Midnight Sun', 'King of High School Life Conduct', 'Come! Jang Bo Ri', 'The Woman Who Married Three Times', 'The Women’s Room', 'I Summon You, Gold!', 'Childless Comfort', 'Cheongdamdong Alice', 'Oh Ja Ryong is Coming', 'Missing You @ I Miss You', 'Come, Come, Absolutely Come', 'Bride of the Sun', 'The Greatest Love', 'New Tales of Gisaeng', 'King Geunchogo', 'Gloria', 'Life is Beautiful', 'Temptation of an Angel', 'Assorted Gems', 'Green Coach', 'The Road Home', 'The Kingdom of The Winds', 'Aeja’s Older Sister, Minja', 'Even So Love', 'First Wives Club', 'By Land and Sky', 'Queen of the Game', 'Pure 19', 'Autumn Shower', 'Sad Goodbye', 'Green Rose', 'Lotus Flower Fairy', 'Terms of Endearment', 'One Million Roses', '2013 MBC Drama Award']"
1856,Han Jong Young,"['Our Gap Soon', 'Moorim School', 'Make a Woman Cry', 'Valid Love']"
1857,Han Joo Wan,"['Meloholic', 'School 2017', 'Twenty Thousand Won to Pyongyang', 'Blow Breeze', 'Hwajung', 'Joseon Gunman', 'Yeon Woo’s Summer', 'Kings Family', '2013 KBS Drama Award']"
1858,Han Jung Hoon,"['Neighborhood Hero', 'Rich Man']"
1859,Han Jung Soo,"['Bad Thief, Good Thief', 'Jackpot', 'The Flatterer', 'Scholar Who Walks the Night', 'Iron Man', 'She is WOW', 'Arang and the Magistrate', 'Poseidon', 'King Geunchogo', 'Fugitive: Plan B', 'Prosecutor Princess', 'Chuno', 'Her Style', 'The Painter of the Wind', 'The King and I', 'Yeon Gae Somun', 'Seoul’s Sad Song', 'The Devil']"
1860,Han Ki Joong,"['The Fiery Priest', 'The Player', 'Jang Yeong Sil', 'Mrs. Cop 2', 'Beautiful You', 'Love & Secret', 'Secret']"
1861,Han Ki Won,"['Han Ki Woon', 'Defendant', 'Jackpot', 'God’s Quiz 4', 'Scandal : a Shocking and Wrongful Incident', 'I Hear Your Voice']"
1862,Han Ki Woong,"['Han Ki Wo', 'Mother of Mine', 'Love to the End', 'Mystery Queen', 'Defendant', 'Jackpot', 'The Alchemist', 'Apgujeong Midnight Sun', 'Rude Miss Young Ae 13', 'Rude Miss Young-Ae 12', 'I Hear Your Voice', 'Lights and Shadows']"
1863,Han Kyu Won,"['Number Woman Gye Sook Ja', 'Let’s Hold Hands Tightly and Watch The Sunset', 'Defendant']"
1864,Han Kyung Il,['The Great Wives']
1865,Han Sa Myung,"['The Smile Has Left Your Eyes', 'Life on Mars']"
1866,Han Sang Jin,"['I Hate You, Juliet!', 'Haechi', 'My Husband Oh Jak Doo', 'Mysterious Personal Shopper', 'Circle', 'Justice Team', 'Six Flying Dragons', 'My Fantastic Funeral', 'Hyde, Jekyll and I', 'Birth of a Beauty', 'Big Man', 'Lee Sang', 'Birth Secret', 'Horse Doctor', 'Please Marry Me', 'Temptation of an Angel', 'The Sons of Sol Pharmacy House', 'Yi San', 'White Tower', 'Marrying a Millionaire', 'Only You', 'What Happened in Bali']"
1867,Han Seong Shik,"['Time of Miracle: Loss Time', 'Trains don’t stop at Noryangjin station']"
1868,Han Seung Hyun,"['Haechi', 'Strongest Deliveryman', 'Laurel Tree Tailors', 'A Daughter Just Like You', 'Missing Noir M', 'God’s Quiz 4', 'The Queen of Office', 'Like a Fairytale', 'Panda and Hedgehog', 'Birdie Buddy']"
1869,Han Seung Yoon,"['Valid Love', 'Blue Bird']"
1870,Han Suk Joon,['Assembly']
1871,Han Suk Kyu,"['Romantic Doctor, Teacher Kim', 'Secret Door', 'Deep Rooted Tree', '2016 SBS Drama Award', '2016 SBS Drama Award', '2011 SBS Drama Award', '2011 SBS Drama Award']"
1872,Han Sung Yong,"['Bride of the Water God', 'Ex-Girlfriend Club', 'Tasty Life']"
1873,Han Yun,['Sungkyunkwan Scandal']
1874,Henry Lau,"['Oh My Venus', 'Persevere, Goo Hae Ra', 'Stage of Youth']"
1875,Heo Dong Won,"['Criminal Minds', 'The Girl Who Sees Smells', 'Angry Mom']"
1876,Heo Hyung kyu,"['Big Issue', 'Avengers Social Club']"
1877,Heo Il Hoo,"['W', 'Running', 'That Person Is Coming']"
1878,Heo Jae Ho,"['My Fellow Citizens', 'Black', 'Whisper', 'Missing Nine', '38 Task Force', 'Hidden Identity', 'My Unfortunate Boyfriend', 'Marriage Without Dating', 'Grandpas Over Flowers Investigation Team', 'Emergency Man and Woman', 'Full House Take 2', 'Korean Peninsula']"
1879,Heo Ji Won,"['Different Dreams', 'Your Honor', 'Strongest Deliveryman', 'Secret', 'Love Cells']"
1880,Heo Ji Woong,"['20th Century Boy and Girl', 'My Wife’s Having an Affair this Week', 'Kill Me, Heal Me', 'It’s Okay, That’s Love']"
1881,Heo Joon Suk,"['Fates and Furies', 'I Picked up a Star on the Road', 'Nothing to Lose', 'While You Were Sleeping', 'Suspicious Partner', 'Beautiful Mind', 'Entertainer', 'Mrs. Cop 2', 'Six Flying Dragons', 'Missing Noir M', 'The Girl Who Can See Smells', 'Stay Still', 'Greatest Marriage', 'The Woman Who Married Three Times', 'Outlasting Happiness', 'The King of Dramas', 'Tasty Life', 'Dr. Champ', 'The Miracle of Love', 'Oh! My Lady', 'Obstetrics and Gynecology Doctors', 'Jejoongwon', 'Dream']"
1882,Heo June,['You Will Love Me']
1883,Heo Jung Do,"['Time', 'Something in the Rain', 'Rebel: Thief Who Stole the People', 'Solomon’s Perjury', 'W', 'Memory', 'Mrs. Cop 2', 'Mrs. Cop', 'Heard It Through the Grapevine', 'Love & Secret', 'Secret Love Affair', 'The End of the World']"
1884,Heo Jung Kyu,"['Nothing to Lose', 'I Love You From Today', 'Goddess of Marriage', 'Korean Peninsula', 'Brain', 'The Princess’ Man']"
1885,Heo Kyung Hwan,"['The Queen of Office', 'Boys Before Flowers']"
1886,Heo Sung Tae,"['Different Dreams', 'Big Forest', 'Your Honor', 'Cross', 'Witch’s Court', 'Queen For Seven Days', 'Tunnel', 'Saimdang, Light’s Diary']"
1887,Heo Tae Hee,"['Spring Turns to Spring', 'Let’s Hold Hands Tightly and Watch The Sunset', 'Black', 'Entourage', 'Jackpot', 'Miss Korea', 'Crazy Love', 'Golden Time', 'I Need Romance 2012', 'My Daughter the Flower', 'Ojakgyo Brothers(KBS2, 2011', 'I Need Romance', 'Romance Town', 'My Princess', 'Athena: Goddess of War', 'Golden Fish', 'Coffee House', 'Pasta', 'Take Care of the Young Lady', 'White Lies', 'City of Glass', 'Strongest Chil Woo', 'Before and After: Plastic Surgery Clinic', 'Super Rookie']"
1888,Heo Young Saeng,"['SS50', 'I Need a Fairy']"
1889,Hero JaeJoong @ Kim Jae Joong,"['JY', 'TVX', 'Manhole: Feel So Good', 'Spy', 'Triangle', 'Time Slip Dr. Jin', 'Protect the Boss', 'Vacation', 'Heaven’s Postman', '2012 MBC Drama Award', '2011 SBS Drama Award']"
1890,Hong Dong Young,"['Mama Fairy and the Woodcutter', 'Money Flower', 'Unni Is Alive', 'Blow Breeze', 'Cinderella and the Four Knights', 'Moon Lovers: Scarlet Heart Ryeo', 'Lucky Romance', 'Five Children', 'My Home’s Honey Jar', 'The Mother and Daughter-in-Law', 'Mask', 'Mother’s Garden']"
1891,Hong Eun Taek,"['Hong Hyun Tae', 'My Little Baby', 'Bubblegum', 'Remember You', 'The Full Sun', 'Let’s Eat', 'The Master’s Sun', 'Rascal Sons']"
1892,Hong Geun Ha,['I’m Alive']
1893,Hong Hak Pyo,['Dandelion Family']
1894,Hong Hee Won,"['Life on Mars', 'Miss Hammurabi', 'Wok of Love', 'Nothing to Lose', 'Money Flower', 'Mad Dog', 'Untouchable', 'Sweet Enemy']"
1895,Hong Hyun Taek,"['Hong Eun Tae', 'Remember You', 'The Full Sun', 'Kings Family', 'Wonderful Mama', 'Rascal Sons', 'Golden Time', 'The Moon That Embraces the Sun', 'You Who Rolled In Unexpectedly', 'Ojakgyo Brothers', 'Me Too, Flower!', 'Hooray for Love']"
1896,Hong Il Kwon,"['Madam Cha Dal Rae’s Love', 'Love to the End', 'TV Novel – Dal Soon’s Spring', 'Jingbirok', 'Into the Flames', 'TV Novel – Eun Hee', 'King’s Dream', 'I’ll Give You The Stars and The Moon', 'The Princess’ Man', 'Freedom Fighter, Lee Hoe Young', 'God of Study', 'Smile, You', 'Wife and Woman', 'Hometown over the Hill', 'As the River Flows']"
1897,Hong In,"['Bad Papa', 'My Mister']"
1898,Hong Jin Ho,['Apgujeong Midnight Sun']
1899,Hong Jong Hyun,"['My Absolute Boyfriend', 'Mother of Mine', 'The King Loves', 'Moon Lovers – Scarlet Heart: Ryeo', 'Yumi’s Room', 'Mama – Nothing to Fear', 'Why I’m Getting Married', 'Her Lovely Heels', 'Dating Agency: Cyrano', 'Jeon Woo Chi', 'Beloved', 'Hero', 'Wild Romance', 'Vampire Idol', 'Warrior Baek Dong Soo', 'White Christmas', 'Jungle Fish 2', 'Oh! My Lady', 'Heading to the Ground']"
1900,Hong Ki Joon,"['Kingdom', 'Thirty But Seventeen', 'Mystery Queen 2']"
1901,Hong Kyung,"['Neighborhood Lawyer Jo Deul Ho 2: Crime and Punishment', 'Live', 'Life on Mars', 'Just Between Lovers', 'Jugglers', 'While You Were Sleeping', 'School 2017', 'Mystery Queen']"
1902,Hong Kyung In,"['Voice Season 2', 'Your Noir', 'Mother’s Island', 'Fantastic Tower', 'King Gwanggaeto the Great', 'Comrades', 'Queen Seon Duk', 'Robber', 'Daemang']"
1903,Hong Kyung Min,"['The Best Hit', 'Producer', 'A Better Tomorrow', 'Trot Lovers', 'I Do, I Do', 'The Strongest K-POP Survival', 'The Person I Love', 'Love Can’t Wait', 'Fugitive Lee Doo Young']"
1904,Hong Seo Joon,"['Short', 'Witch’s Court', 'Missing Nine', 'The Gentlemen of Wolgyesu Tailor Shop', 'I’m Sorry Kang Nam Goo', 'The Sound of Your Heart', 'You Are a Gift', 'Working Mom Parenting Daddy', 'The Good Wife', 'All About My Mom']"
1905,Hong Seung Bum,"['My Strange Hero', 'Come and Hug Me', 'Between Friendship and Love 3', 'Number Woman Gye Sook Ja', 'Judge vs. Judge']"
1906,Hong Soon Chang,"['The Best Chicken', 'Suspicious Family', 'Call of the Country', 'High Kick Through The Roof', 'Don’t Be Swayed', 'Life Special Investigation Team', 'First Wives Club', 'Unstoppable High Kick']"
1907,Hong Suk Chun,"['My Absolute Boyfriend', 'Room No. 9', 'Lovely Horribly', 'The Player', 'Suspicious Partner', 'Saimdang, Light’s Diary', 'Sweet Stranger and Me', 'Doctors', 'Ms. Temper & Nam Jung Gi', 'Please Come Back, Mister', 'Riders: Catch Tomorrow', 'Because It’s the First Time', 'Yumi’s Room', 'Late Night Restaurant', 'The Time We Were Not In Love', 'Masked Prosecutor', 'My Secret Hotel', 'Everybody, Kimchi!', 'Triangle', 'Answer Me 1994', 'A Tale of Two Sisters', 'Vampire Prosecutor 2', 'Dummy Mommy', 'Saving Madame Go Bong Shil', 'Jung Yak Yong', 'Assorted Gems', 'Swallow the Sun', 'That Fool', 'Aeja’s Older Sister, Minja', 'Life Special Investigation Team', 'Golden Bride', 'Kid Gang', 'Hyena', 'Sad Love Song']"
1908,Hong Suk Youn,"['Flower of the Queen', 'Everything Will Be OK', 'Yoo Na’s Street']"
1909,Hong Sung Duk,"['Voice', 'TV Novel – My Mind’s Flower Rain']"
1910,Hong Tae Ui,"['Strong Family 2017', 'Second To Last Love', 'Valid Love', 'Pluto Secret Society', 'The King’s Face', 'Ice Adonis']"
1911,Hong Yo Seob,"['It’s My Life', 'My Golden Life', 'Lovers in Bloom', 'Yeah, That’s How It Is', 'Shining Romance', 'My Daughter Seo Yeong', 'Just Like Today', 'President', 'Definitely Neighbors', 'Everybody Cha Cha Cha', 'Ja Myung Go', 'By Land and Sky', 'Seoul 1945', 'She Is Nineteen', 'Successful Story of a Bright Girl']"
1912,Hoon,"['U-kis', 'Nameless Woman', 'Sweet Home, Sweet Honey', 'Pretty Man', 'Holyland', 'I Am Legend']"
1913,Hoya,"['Devilish Joy', 'Two Cops', 'Radiant Office', 'Strong Family 2017', 'Mask', 'She’s So Lovable', 'Answer Me 1994', 'Reply 1997']"
1914,Hu Joon Ho,"['The Player', 'Come and Hug Me', 'Ruler: Master of the Mask', 'Beautiful Mind', 'Lobbyist', 'Jumong', 'Precious Family', 'Into the Storm', 'All In', '2018 MBC Drama Award', '2018 MBC Drama Award', '2nd The Seoul Award']"
1915,Huh Jung Min,"['Top Star Yoo Baek', '100 Days My Prince', 'That Man Oh Soo', 'Go Back Couple', 'Introverted Boss', 'Another Miss Oh', 'Everything Will Be OK', 'Shine or Go Crazy', 'TV Novel – Single Minded Dandelion', 'Marriage Without Dating', 'Pluto Secret Society', 'Outlasting Happiness', 'All About My Romance', 'King’s Dream', 'Little Mom Scandal', 'Chunja’s Happy Events', 'Legend of Hyang Dan', 'Capital Scandal', 'Mr Goodbye', 'The Youth in Bare Foot', 'Princess Lulu', 'She Is Nineteen', 'The Bean Chaff Of My Life', 'Something About 1%', 'My Love Patzzi']"
1916,Hwan Hee,"['Lee Jang Wo', 'Stormy Lovers', 'I Love You', 'Over the Rainbow']"
1917,Hwang Bum Shik,"['My Dear Cat', 'Doctor Stranger', 'Gu Am Heo Joon', 'Dae Wang Sejong', 'Hometown over the Hill', 'Golden Apple', 'The Immortal Lee Soon-Shin']"
1918,Hwang Byung Gook,"['Children of a Lesser God', 'Eating Existence', 'Panda and Hedgehog']"
1919,Hwang Chan Sung,"['2P', 'Touch Your Heart', 'What’s Wrong With Secretary Kim', 'Seven Day Queen', 'Suspicious Partner', 'Romantic Doctor, Teacher Kim', 'Ms. Temper & Nam Jung Gi', 'Dream Knight', 'Your Noir', '7th Grade Civil Servant', 'Kaito Royale', 'Dream High Season 1', 'Unstoppable High Kick']"
1920,Hwang Chan Woo,"['Korean Peninsula', 'Sungkyunkwan Scandal']"
1921,Hwang Choon Ha,['My Secret Hotel']
1922,Hwang Dong Joo,"['Item', 'Shall We Live Together', 'Father, I’ll Take Care of You', 'The Great Wives', 'Cuckoo Nest', 'Everybody, Kimchi!', 'Doctor Stranger', 'Wonderful Mama', 'It Was Love', 'SOS – Save Our School', 'Unexpected You', 'The Sound of My Wife Breathing', 'King Geunchogo', 'Daring Women', 'Lotus Flower Fairy']"
